考区,单位名称,单位层级,职位名称,专业要求,职位性质,职位简介,申论考试类别,报考人员身份要求,招录人数,基层工作年限要求,性别要求,最低学历要求,最高年龄要求,学位要求,户籍要求,职业资格证书等要求,其他招录条件及说明,最低服务年限要求,笔试最低开考比例,是否需体能测评,体检标准,咨询电话1,咨询电话2,年份,最低入面分数,行测成绩,申论成绩
郴州市,郴州市自然资源行政执法支队,市州直机关,执法2,地矿类,参照公务员法管理人员,此岗位需经常下乡开展矿山执法工作，有井下执法内容。,省市卷,不限,4,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2362020,0735-2362095,2022,63.5,,
郴州市,郴州市生态环境局资兴分局,县市区机关,环境应急,理学大类；工学大类,公务员,需野外作业。,县乡卷,不限,1,不限,不限,研究生,35周岁,硕士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2192205,,2022,60.25,,
郴州市,郴州市库区移民事务中心,市州直机关,综合科文秘,汉语言文学；汉语言；秘书学；中国语言与文化；中国语言文化,参照公务员法管理人员,,省市卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2278603,0735-2278623,2022,64.85,,
郴州市,郴州市卫生健康委员会,市州直机关,卫生应急1,临床医学类；中医学类；公共卫生与预防医学类,公务员,主要职责是应对公共卫生应急突发事件和处置公共卫生安全事件，需经常性加班、值班值守。,省市卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368332,,2022,63.4,,
郴州市,郴州市卫生健康委员会,市州直机关,卫生应急2,临床医学类；中医学类；公共卫生与预防医学类,公务员,主要职责是应对公共卫生应急突发事件和处置公共卫生安全事件，需经常性加班、值班值守。,省市卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368332,,2022,62.4,,
郴州市,郴州市审计局,市州直机关,审计（2022年普通高校毕业生）1,计算机科学与技术；软件工程；数据科学与大数据技术,公务员,从事大数据审计工作。,省市卷,2022年普通高校毕业生,1,不限,男,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368392,,2022,66.65,,
郴州市,郴州市审计局,市州直机关,审计（2022年普通高校毕业生）2,计算机科学与技术；软件工程；数据科学与大数据技术,公务员,从事大数据审计工作。,省市卷,2022年普通高校毕业生,1,不限,女,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368392,,2022,67.1,,
郴州市,郴州市审计局,市州直机关,审计,测绘类；环境科学与工程；环境生态工程；资源环境科学；农业资源与环境；水土保持与荒漠化防治；生物质科学与工程,公务员,从事自然资源和生态环境审计工作。,省市卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368392,,2022,65.55,,
郴州市,郴州市应急管理局,市州直机关,文字综合,哲学；汉语言文学；汉语言；应用语言学；中国语言与文化；中国语言文化；新闻学；人文教育,公务员,从事公文写作。,省市卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2190292,19973581236,2022,65.1,,
郴州市,郴州市地震局,市州直机关,地震业务综合,地球物理学类；地质学类；地质工程；勘查技术与工程；资源勘查工程,参照公务员法管理人员,从事抗震设防管理、地震监测预报、防震减灾综合保障等工作，工作地点在湖南省郴州市市区。,省市卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2892672,,2022,66.3,,
郴州市,郴州市林业局,市州直机关,野生动植物保护,植物学；动物学；生态学；森林保护学；野生动植物保护与利用；林业硕士,公务员,野生动植物保护。,省市卷,不限,1,不限,不限,研究生,35周岁,硕士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2298014,15873503700,2022,66.45,,
郴州市,郴州市城市管理和综合执法局,市州直机关,财务,会计学；财务管理；财务会计与审计,公务员,,省市卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2815053,0735-2815582,2022,66.1,,
郴州市,郴州市城市管理和综合执法局,市州直机关,燃气管理,能源与动力工程；建筑环境与能源应用工程；油气储运工程,公务员,,省市卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2815053,0735-2815582,2022,68.7,,
郴州市,郴州市医疗保障局,市州直机关,文字综合,文史哲大类,公务员,从事文字综合及其他事务性工作。,省市卷,不限,1,不限,不限,研究生,35周岁,硕士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368727,,2022,68.45,,
郴州市,郴州市医疗保障事务中心,市州直机关,信息管理,电子信息类；计算机类,参照公务员法管理人员,负责医保信息系统管理相关工作。,省市卷,不限,1,不限,不限,研究生,35周岁,硕士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368727,,2022,62.85,,
郴州市,郴州市医疗保障事务中心,市州直机关,财务管理1,会计学；工商管理硕士；会计硕士,参照公务员法管理人员,负责医保基金财务核算、统计相关工作。,省市卷,不限,1,不限,男,研究生,35周岁,硕士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368727,,2022,64.4,,
郴州市,郴州市医疗保障事务中心,市州直机关,财务管理2,会计学；工商管理硕士；会计硕士,参照公务员法管理人员,负责医保基金财务核算、统计相关工作。,省市卷,不限,1,不限,女,研究生,35周岁,硕士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368727,,2022,65.1,,
郴州市,郴州市医疗保障事务中心,市州直机关,审核稽核1,临床医学类,参照公务员法管理人员,负责医保基金审核稽核相关工作。,省市卷,不限,1,不限,不限,研究生,35周岁,硕士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368727,,2022,61.55,,
郴州市,郴州市医疗保障事务中心,市州直机关,审核稽核2,临床医学类,参照公务员法管理人员,负责医保基金审核稽核相关工作。,省市卷,不限,2,不限,男,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368727,,2022,63.2,,
郴州市,郴州市医疗保障事务中心,市州直机关,审核稽核3,临床医学类,参照公务员法管理人员,负责医保基金审核稽核相关工作。,省市卷,不限,2,不限,女,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368727,,2022,62.7,,
郴州市,郴州市医疗保障事务中心,市州直机关,文字综合1,文史哲大类,参照公务员法管理人员,从事文字综合及其他事务性工作。,省市卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368727,,2022,66.5,,
郴州市,郴州市医疗保障事务中心,市州直机关,文字综合2,文史哲大类,参照公务员法管理人员,从事文字综合及其他事务性工作。,省市卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2368727,,2022,63.35,,
郴州市,中共郴州市委党史研究室,市州直机关,文字综合,文史哲大类；法学大类,参照公务员法管理人员,,省市卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2871076,,2022,68.35,,
郴州市,中共郴州市北湖区委组织部党员教育中心,县市区机关,综合管理,不限,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,中共党员（含预备党员）,不限,5:1,否,公务员录用体检通用标准,0735-2220386,,2022,64.85,,
郴州市,北湖区市场监督管理局市场监督管理所,县市区派驻乡镇街道机关,特种设备安全监察（2022年普通高校毕业生）,机械类；材料类；能源动力类；电气类；自动化类；环境与安全类,公务员,,县乡卷,2022年普通高校毕业生,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2626836,,2022,62.45,,
郴州市,北湖区市场监督管理局市场监督管理所,县市区派驻乡镇街道机关,药品安全监督管理,化工与制药类；临床医学类；中医学类；药学类,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2626836,,2022,63.0,,
郴州市,北湖区市场监督管理局市场监督管理所,县市区派驻乡镇街道机关,食品安全监督管理,工商管理类；法学类；计算机类；食品检验与生物类,公务员,,县乡卷,不限,2,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2626836,,2022,64.8,,
郴州市,北湖区,乡镇办机关,街道综合管理1,不限,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,否,公务员录用体检通用标准,0735-2220324,,2022,61.25,,
郴州市,北湖区,乡镇办机关,街道综合管理2,不限,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,否,公务员录用体检通用标准,0735-2220324,,2022,63.15,,
郴州市,北湖区,乡镇办机关,乡镇综合管理1,不限,公务员,,县乡卷,不限,1,不限,男,大学本科,35周岁,学士,不限,不限,无,5年,5:1,否,公务员录用体检通用标准,0735-2220324,,2022,62.35,,
郴州市,北湖区,乡镇办机关,乡镇综合管理2,不限,公务员,,县乡卷,不限,1,不限,女,大学本科,35周岁,学士,不限,不限,无,5年,5:1,否,公务员录用体检通用标准,0735-2220324,,2022,61.0,,
郴州市,北湖区,乡镇办机关,街道普通职位（村、社区干部）,不限,公务员,,县乡卷,村（社区）干部,1,2年以上,不限,高中或中专,40周岁,不限,不限,不限,本县市区现任村（社区）“两委”成员，且连续任职满3年或累计任职满5年。,5年,3:1,否,公务员录用体检通用标准,0735-2220324,,2022,59.5,,
郴州市,北湖区,乡镇办机关,乡镇人武专干,不限,公务员,,县乡卷,退役士兵,1,2年以上,不限,大学专科,35周岁,不限,郴州市,不限,无,5年,5:1,是,公务员录用体检通用标准,0735-2220324,,2022,59.25,,
郴州市,苏仙区科学技术协会,县市区机关,办公室文秘,文史哲大类,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,学士,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2898612,,2022,62.15,,
郴州市,苏仙区供销合作联社,县市区机关,文字综合,不限,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2898612,,2022,64.0,,
郴州市,苏仙区供销合作联社,县市区机关,财务,财务管理；会计；会计电算化；审计；会计信息管理,参照公务员法管理人员,,县乡卷,不限,1,不限,不限,大学专科,35周岁,不限,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2898612,,2022,57.1,,
郴州市,苏仙区市场监督管理局市场监督管理所,县市区派驻乡镇街道机关,综合事务（2022年普通高校毕业生）,经济学类,公务员,此职位分配至坳上市场监督管理所、五盖山市场监督管理所。,县乡卷,2022年普通高校毕业生,2,不限,不限,大学本科,35周岁,不限,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2898612,,2022,60.75,,
郴州市,苏仙区市场监督管理局市场监督管理所,县市区派驻乡镇街道机关,文秘（2022年普通高校毕业生）,中国语言文学类,公务员,此职位分配至飞天山市场监督管理所。,县乡卷,2022年普通高校毕业生,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2898612,,2022,55.9,,
郴州市,苏仙区市场监督管理局市场监督管理所,县市区派驻乡镇街道机关,食品安全监管,食品检验与生物类,公务员,此职位分配至栖凤渡市场监督管理所。,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2898612,,2022,64.2,,
郴州市,苏仙区市场监督管理局市场监督管理所,县市区派驻乡镇街道机关,特种设备安全监管,机械类,公务员,此职位分配至飞天山市场监督管理所。,县乡卷,不限,1,不限,不限,大学本科,35周岁,不限,不限,不限,无,不限,5:1,否,公务员录用体检通用标准,0735-2898612,,2022,62.65,,
